首都举行迎接新世纪新千年庆祝活动,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=0,20000101,1,"庆典,庆祝活动,新世纪",首都举行迎接新世纪新千年庆祝活动江泽民发表二０００年贺词并点燃中华圣火李鹏朱镕基李瑞环胡锦涛尉健行李岚清等出席。1999年12月31日晚至2000年1月1日凌晨，首都各界迎接新世纪新千年庆祝活动在北京中华世纪坛举行。
二○○○年贺词,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=1,20000101,1,"贺电,文化,历史",人类文明从古代文明发展到了现代文明。面对新的世纪之交和千年之交，每个国家有远见的政治家都应从历史的高度思考：未来的世界应该是一个什么样的世界，应该为实现这样一个世界作出什么样的贡献。
迎接新世纪的曙光（社论）,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=2,20000101,1,"新世纪,改革,创新",当今年的新年钟声敲响，全中国人民、全世界人民都怀着无比兴奋的心情迎接将要到来的新世纪曙光。一定要充分重视并正确处理好新形势下的人民内部矛盾，着重解决好改革开放中人民群众关心的突出问题。
天行健君子以自强不息（新千年抒怀）,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=3,20000101,1,"自强不息,天行健,民族精神",天行健君子以自强不息（新千年抒怀）。人们在享受20世纪科技飞速发展所创造的丰富物质财富的同时，不应忘记世界上还有数以亿计的人生活在贫困线下。而少数西方大国的霸权主义行径更是愈演愈烈。
江泽民主席致信叶利钦,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=4,20000101,1,"致信叶利钦,中俄关系,合作",江泽民主席致信叶利钦对他的辞职表示惋惜。我对我们之间的合作表示满意，对你为两国关系发展所做的历史性贡献表示高度赞赏，相信你今后一定会继续关心并促进两国关系向前发展。
俄总统叶利钦宣布辞职,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=5,20000101,1,"通知,决定,颁布",俄总统叶利钦宣布辞职任命总理普京代总统三月份举行大选。记者刘刚报道：俄罗斯总统叶利钦今天12时发表电视讲话说，他决定辞去总统职务，任命总理普京代总统。
去年全国税收收入突破万亿元大关,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=6,20000101,1,"税收收入,亿元大关,增值税",去年全国税收收入突破万亿元大关。据1999年12月31日各地国税局和地税局逐级连夜电话快报的数字统计，1999年全国税收收入完成10311亿元，比上年增长13.4％，增收1219亿元，超额完成了国务院提出的增收1000亿元目标。
大庆油田超额完成原油生产任务,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=7,20000101,1,"大庆油田,原油,生产",大庆油田超额完成原油生产任务。记者董伟报道：截至今天，大庆油田今年生产原油5450.8万吨，超额完成了1999年国家下达的5450万吨原油生产任务。
本报2000年发行达到预期目标,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=8,20000101,1,"发行,统计,邮政",本报2000年发行达到预期目标。
大亚湾核电站安全跨入2000年,http://data.people.com.cn.proxy.library.georgetown.edu/rmrb/pd.html?qs=%7B%22cds%22%3A%5B%7B%22fld%22%3A%22dataTime.start%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000101%22%7D%2C%7B%22fld%22%3A%22dataTime.end%22%2C%22cdr%22%3A%22AND%22%2C%22hlt%22%3A%22false%22%2C%22vlr%22%3A%22AND%22%2C%22qtp%22%3A%22DEF%22%2C%22val%22%3A%2220000131%22%7D%5D%2C%22obs%22%3A%5B%7B%22fld%22%3A%22dataTime%22%2C%22drt%22%3A%22ASC%22%7D%5D%7D&tr=A&pageNo=1&pageSize=50&position=9,20000101,1,"大亚湾核电站,安全跨入,安全生产",大亚湾核电站安全跨入2000年。由广东核电合营有限公司营运的大亚湾核电站一台机组在换料检修，一台机组安全稳定运行，表明大亚湾核电站已顺利度过Y2K最高风险日，安全跨入2000年。
